epoch,loss
1,1.0245994329452515
2,0.9957009553909302
3,0.9669217467308044
4,0.9420596361160278
5,0.9130757451057434
6,0.887549877166748
7,0.8604975342750549
8,0.8337360620498657
9,0.8115238547325134
10,0.7860897779464722
11,0.7589604258537292
12,0.7339074611663818
13,0.7090317606925964
14,0.6858921051025391
15,0.6582930684089661
16,0.6363858580589294
17,0.6105179190635681
18,0.5854595303535461
19,0.5623214244842529
20,0.5363304018974304
21,0.5115898847579956
22,0.48792198300361633
23,0.46017375588417053
24,0.4358285963535309
25,0.41428765654563904
26,0.39306125044822693
27,0.3701927363872528
28,0.35041511058807373
29,0.33068495988845825
30,0.3088222146034241
31,0.2922821044921875
32,0.27298033237457275
33,0.26116564869880676
34,0.24334722757339478
35,0.22861629724502563
36,0.21842484176158905
37,0.20591241121292114
38,0.19632625579833984
39,0.19057512283325195
40,0.18196961283683777
41,0.17367377877235413
42,0.16995294392108917
43,0.1666644811630249
44,0.16192805767059326
45,0.1605045646429062
46,0.15025225281715393
47,0.15469656884670258
48,0.14957144856452942
49,0.14414308965206146
50,0.14774365723133087
51,0.14234939217567444
52,0.14142076671123505
53,0.13842128217220306
54,0.13660506904125214
55,0.1314123421907425
56,0.13119402527809143
57,0.12728656828403473
58,0.12737375497817993
59,0.12125208228826523
60,0.120784692466259
61,0.11779806017875671
62,0.11435037106275558
63,0.11430573463439941
64,0.10986727476119995
65,0.11113278567790985
66,0.10881821811199188
67,0.10285714268684387
68,0.10450640320777893
69,0.10546335577964783
70,0.1034189984202385
71,0.10017894208431244
72,0.10004205256700516
73,0.09750340133905411
74,0.0986880362033844
75,0.09887680411338806
76,0.09744707494974136
77,0.09654716402292252
78,0.0957389771938324
79,0.09242567420005798
80,0.09582334756851196
81,0.09316655248403549
82,0.08973637223243713
83,0.08958469331264496
84,0.09112142771482468
85,0.09012158215045929
86,0.09120479971170425
87,0.08747828006744385
88,0.08501458168029785
89,0.08833379298448563
90,0.0889282375574112
91,0.08649864047765732
92,0.08480308204889297
93,0.08491050451993942
94,0.08307021856307983
95,0.08484719693660736
96,0.0843273401260376
97,0.08268392831087112
98,0.08472197502851486
99,0.08291591703891754
100,0.08176667988300323
101,0.08222229778766632
102,0.07971175014972687
103,0.08193902671337128
104,0.08072762936353683
105,0.08318692445755005
106,0.08108853548765182
107,0.0813705250620842
108,0.07963752746582031
109,0.0791132003068924
110,0.07807929068803787
111,0.07569810748100281
112,0.07801397144794464
113,0.07772654294967651
114,0.078427255153656
115,0.07651342451572418
116,0.07627949118614197
117,0.07497959583997726
118,0.07919497787952423
119,0.07560598105192184
120,0.07517410069704056
121,0.07747877389192581
122,0.07622198760509491
123,0.0758155882358551
124,0.07560190558433533
125,0.07437404990196228
126,0.07311150431632996
127,0.07478786259889603
128,0.07443583756685257
